,title,news_url,source_domain,tweet_num,real
0,0.4741318876478011,0.0846377614628065,0.3983606557377049,0.001445285615966965,1.0
1,0.6960788895639576,0.740915177540749,0.9258196721311476,0.0,1.0
2,0.8132915829321867,0.519277831647966,0.5881147540983607,0.0021679284239504476,1.0
3,0.22816282656447165,0.45661910698619385,0.5549180327868852,0.0006882312456985548,1.0
4,0.32929849978969017,0.8150251650736483,0.9913934426229508,0.001307639366827254,1.0
5,0.33486002710660373,0.9320773883732743,0.669672131147541,0.0015485203028217482,0.0
6,0.17483759405524138,0.817610934109064,0.9959016393442623,0.00426703372333104,0.0
7,0.08580642146095246,0.9022948700189316,0.5881147540983607,0.00013764624913971095,0.0
8,0.6412113847735664,0.3915131366301889,0.48032786885245904,0.0020302821748107366,1.0
9,0.48721783427583304,0.3830170383709655,0.4639344262295082,0.0003441156228492774,1.0
10,0.9981773145768098,0.7803481553308399,0.9438524590163935,0.0006194081211286993,1.0
11,0.6248072159648549,0.9998153022117561,0.9959016393442623,0.003269098417068135,0.0
12,0.6117680048604944,0.32945467978020965,0.29385245901639345,0.00013764624913971095,1.0
13,0.23774360891713792,0.14877406843053054,0.009426229508196722,0.0,1.0
14,0.048511473571061364,0.897492727524588,0.5848360655737704,0.0021679284239504476,
15,0.24456699537318316,0.7181973495867388,0.9155737704918033,0.0018582243633860978,0.0
16,0.06617750151890452,0.7575841529297687,0.9434426229508197,0.0022023399862353753,1.0
17,0.8647941300182268,0.37719905804127996,0.4405737704918033,3.441156228492774e-05,1.0
18,0.3933729027433752,0.025165073648243063,0.1819672131147541,0.000653819683413627,0.0
19,0.6990232275552648,0.1664588816548922,0.06885245901639345,0.0041293874741913286,0.0
20,0.06056923867831939,0.9685090271044005,0.8454918032786886,0.0002752924982794219,1.0
21,0.45450296770575316,0.46636191531606414,0.5549180327868852,0.003131452167928424,0.0
22,0.10468757302425574,0.032091240707392533,0.1819672131147541,0.0004817618719889883,1.0
23,0.7614618871804458,0.6431176986655585,0.7426229508196721,0.0016173434273916037,0.0
24,0.029817264102444268,0.3416909082513737,0.3557377049180328,0.0016861665519614592,1.0
25,0.6991634341262793,0.7767927229071432,0.9438524590163935,3.441156228492774e-05,1.0
26,0.10062158246483152,0.6318511335826754,0.7204918032786886,0.002856159669649002,1.0
27,0.9279338224984811,0.4328392667497807,0.5299180327868852,0.002856159669649002,1.0
28,0.005234378651212786,0.7622477720829294,0.9438524590163935,3.441156228492774e-05,1.0
29,0.8420806655138571,0.3267303874036109,0.2930327868852459,0.0025464556090846525,1.0
30,0.5285787727251484,0.2931615643902664,0.2930327868852459,3.441156228492774e-05,1.0
31,0.9551338972753189,0.8936140739714642,0.5848360655737704,0.0011011699931176876,1.0
32,0.4276767771182876,0.6395622662418617,0.7426229508196721,0.0010323468685478321,0.0
33,0.8577838014674954,0.21240245648058365,0.13442622950819672,0.0022023399862353753,1.0
